City,Province,Latitude...3,Longitude...4,full_address,Latitude...6,Longitude...7
Cranberry Portage,Manitoba,NA,NA,"Cranberry Portage, Manitoba, Canada",54.5863636,-101.37847
Cranbrook,British Columbia,NA,NA,"Cranbrook, British Columbia, Canada",49.5107477,-115.7672772
Crandall,Manitoba,NA,NA,"Crandall, Manitoba, Canada",50.1491374,-100.7848441
Crapaud,Prince Edward Island,NA,NA,"Crapaud, Prince Edward Island, Canada",46.2398387,-63.4997392
Crawford Bay,British Columbia,NA,NA,"Crawford Bay, British Columbia, Canada",49.6752022,-116.8240225
Crediton,Ontario,NA,NA,"Crediton, Ontario, Canada",43.2990303,-81.5480284
Creelman,Saskatchewan,NA,NA,"Creelman, Saskatchewan, Canada",49.8205508,-103.3092709
Creemore,Ontario,NA,NA,"Creemore, Ontario, Canada",44.327104,-80.1084149
Creighton,Saskatchewan,NA,NA,"Creighton, Saskatchewan, Canada",54.7449167,-101.9088396
Cremona,Alberta,NA,NA,"Cremona, Alberta, Canada",51.5446018,-114.4930074
Crescent Beach,British Columbia,NA,NA,"Crescent Beach, British Columbia, Canada",49.0557794,-122.8842581
Creston,British Columbia,NA,NA,"Creston, British Columbia, Canada",49.0974046,-116.5130934
Cross Lake,Manitoba,NA,NA,"Cross Lake, Manitoba, Canada",54.6120275,-98.0506988
Crossfield,Alberta,NA,NA,"Crossfield, Alberta, Canada",51.4272738,-114.0309938
Crowsnest Pass,Alberta,NA,NA,"Crowsnest Pass, Alberta, Canada",49.6189587,-114.4944274
Crysler,Ontario,NA,NA,"Crysler, Ontario, Canada",45.2184775,-75.1527496
Crystal Beach,Ontario,NA,NA,"Crystal Beach, Ontario, Canada",42.8658766,-79.0612474
Crystal City,Manitoba,NA,NA,"Crystal City, Manitoba, Canada",49.14645,-98.9509754
Cudworth,Saskatchewan,NA,NA,"Cudworth, Saskatchewan, Canada",52.4895703,-105.7299987
Cumberland,British Columbia,NA,NA,"Cumberland, British Columbia, Canada",49.6184754,-125.0319702
Cumberland,Ontario,NA,NA,"Cumberland, Ontario, Canada",45.5167675,-75.4107026
Cumberland House,Saskatchewan,NA,NA,"Cumberland House, Saskatchewan, Canada",53.9536112,-102.267635
Cupar,Saskatchewan,NA,NA,"Cupar, Saskatchewan, Canada",50.9476885,-104.2139781
Cupids,Newfoundland,NA,NA,"Cupids, Newfoundland, Canada",47.5510904,-53.2207939
Cut Knife,Saskatchewan,NA,NA,"Cut Knife, Saskatchewan, Canada",52.745723,-109.0198342
Cypress River,Manitoba,NA,NA,"Cypress River, Manitoba, Canada",49.4723201,-98.8627159
Czar,Alberta,NA,NA,"Czar, Alberta, Canada",52.4545715,-110.8259251
Dalhousie,New Brunswick,NA,NA,"Dalhousie, New Brunswick, Canada",48.0634448,-66.369555
Dalmeny,Saskatchewan,NA,NA,"Dalmeny, Saskatchewan, Canada",52.3448579,-106.7728666
Daniel`s Harbour,Newfoundland,NA,NA,"Daniel`s Harbour, Newfoundland, Canada",50.235483,-57.5784522
Danville,Quebec,NA,NA,"Danville, Quebec, Canada",45.7856014,-72.0156005
Darlingford,Manitoba,NA,NA,"Darlingford, Manitoba, Canada",49.2052102,-98.3771455
Dartmouth,Nova Scotia,NA,NA,"Dartmouth, Nova Scotia, Canada",44.6799707,-63.5720232
Dashwood,Ontario,NA,NA,"Dashwood, Ontario, Canada",43.3460366,-81.6352066
Dauphin,Manitoba,NA,NA,"Dauphin, Manitoba, Canada",51.153509,-100.04425
Daveluyville,Quebec,NA,NA,"Daveluyville, Quebec, Canada",46.20431,-72.137604
Davidson,Saskatchewan,NA,NA,"Davidson, Saskatchewan, Canada",51.2647972,-105.984596
Davis Inlet,Newfoundland,NA,NA,"Davis Inlet, Newfoundland, Canada",55.8852051,-60.8961284
Dawson,Yukon,NA,NA,"Dawson, Yukon, Canada",64.0606605,-139.431695
Dawson Creek,British Columbia,NA,NA,"Dawson Creek, British Columbia, Canada",55.7605306,-120.2364453
Daysland,Alberta,NA,NA,"Daysland, Alberta, Canada",52.8680426,-112.2656813
Dease Lake,British Columbia,NA,NA,"Dease Lake, British Columbia, Canada",58.6320881,-130.0371938
Deauville,Quebec,NA,NA,"Deauville, Quebec, Canada",45.3423096,-72.0415529
Debden,Saskatchewan,NA,NA,"Debden, Saskatchewan, Canada",53.525025,-106.8770352
Debec,New Brunswick,NA,NA,"Debec, New Brunswick, Canada",46.0744404,-67.6877721
Debert,Nova Scotia,NA,NA,"Debert, Nova Scotia, Canada",45.4377281,-63.4585527
DeBolt,Alberta,NA,NA,"DeBolt, Alberta, Canada",55.2176942,-118.019943
Deep River,Ontario,NA,NA,"Deep River, Ontario, Canada",46.101328,-77.487602
Deer Lake,Newfoundland,NA,NA,"Deer Lake, Newfoundland, Canada",49.1830366,-57.4320002
Deer Lake,Ontario,NA,NA,"Deer Lake, Ontario, Canada",52.6314358,-94.0669568
Deerbrook,Ontario,NA,NA,"Deerbrook, Ontario, Canada",42.293753100000004,-82.6221692
Degelis,Quebec,NA,NA,"Degelis, Quebec, Canada",47.5475334,-68.6448598
Delaware of the Thames(Moravia,Ontario,NA,NA,"Delaware of the Thames(Moravia, Ontario, Canada",NA,NA
Delburne,Alberta,NA,NA,"Delburne, Alberta, Canada",52.1973877,-113.2320403
Delhi,Ontario,NA,NA,"Delhi, Ontario, Canada",42.8544957,-80.4983709
Delia,Alberta,NA,NA,"Delia, Alberta, Canada",51.6308836,-112.3716425
Delisle,Quebec,NA,NA,"Delisle, Quebec, Canada",48.6020438,-71.6244396
Delisle,Saskatchewan,NA,NA,"Delisle, Saskatchewan, Canada",51.9230936,-107.1354
Deloraine,Manitoba,NA,NA,"Deloraine, Manitoba, Canada",49.1926295,-100.4945182
Delson,Quebec,NA,NA,"Delson, Quebec, Canada",45.3748635,-73.5412607
Delta,British Columbia,NA,NA,"Delta, British Columbia, Canada",49.0846258,-123.057938
Delta,Ontario,NA,NA,"Delta, Ontario, Canada",44.6091375,-76.1226195
Denbigh,Ontario,NA,NA,"Denbigh, Ontario, Canada",45.139839,-77.2752604
Denzil,Saskatchewan,NA,NA,"Denzil, Saskatchewan, Canada",52.2276817,-109.6519526
Derwent,Alberta,NA,NA,"Derwent, Alberta, Canada",53.6543655,-110.9657492
Desbarats,Ontario,NA,NA,"Desbarats, Ontario, Canada",46.346326,-83.9229137
Desbiens,Quebec,NA,NA,"Desbiens, Quebec, Canada",48.417809,-71.949463
Deschaillons-sur-Saint-Laurent,Quebec,NA,NA,"Deschaillons-sur-Saint-Laurent, Quebec, Canada",46.5565281,-72.1141352
Deseronto,Ontario,NA,NA,"Deseronto, Ontario, Canada",44.195005,-77.049866
Destruction Bay,Yukon,NA,NA,"Destruction Bay, Yukon, Canada",61.2514333,-138.7997878
Deux-Montagnes,Quebec,NA,NA,"Deux-Montagnes, Quebec, Canada",45.5372581,-73.9043321
Deux-Rivieres,Ontario,NA,NA,"Deux-Rivieres, Ontario, Canada",46.2519874,-78.2865582
Devlin,Ontario,NA,NA,"Devlin, Ontario, Canada",48.6193981,-93.6716753
Devon,Alberta,NA,NA,"Devon, Alberta, Canada",53.3633545,-113.7316992
Dewberry,Alberta,NA,NA,"Dewberry, Alberta, Canada",53.5882642,-110.5253687
Didsbury,Alberta,NA,NA,"Didsbury, Alberta, Canada",51.6567661,-114.1375682
Dieppe,New Brunswick,NA,NA,"Dieppe, New Brunswick, Canada",46.0966797,-64.7357347
Digby,Nova Scotia,NA,NA,"Digby, Nova Scotia, Canada",44.6194028,-65.758575
Dillon,Saskatchewan,NA,NA,"Dillon, Saskatchewan, Canada",55.92959,-108.937141
Dingwall,Nova Scotia,NA,NA,"Dingwall, Nova Scotia, Canada",46.8966584,-60.4693677
Dinsmore,Saskatchewan,NA,NA,"Dinsmore, Saskatchewan, Canada",51.3325438,-107.4471085
Disraeli,Quebec,NA,NA,"Disraeli, Quebec, Canada",45.9049116,-71.3596454
Dixonville,Alberta,NA,NA,"Dixonville, Alberta, Canada",56.53677,-117.669091
Doaktown,New Brunswick,NA,NA,"Doaktown, New Brunswick, Canada",46.5574196,-66.1311055
Dodsland,Saskatchewan,NA,NA,"Dodsland, Saskatchewan, Canada",51.8,-108.833333
Dokis,Ontario,NA,NA,"Dokis, Ontario, Canada",48.4044802,-79.5736712
Dokis First Nation,Ontario,NA,NA,"Dokis First Nation, Ontario, Canada",46.1300532,-80.0289811
Dolbeau-Mistassini,Quebec,NA,NA,"Dolbeau-Mistassini, Quebec, Canada",48.883231,-72.233734
Dollard-des-Ormeaux,Quebec,NA,NA,"Dollard-des-Ormeaux, Quebec, Canada",45.48423,-73.8064547
Dominion City,Manitoba,NA,NA,"Dominion City, Manitoba, Canada",49.142199,-97.155356
Domremy,Saskatchewan,NA,NA,"Domremy, Saskatchewan, Canada",52.7882162,-105.7300871
Donald,British Columbia,NA,NA,"Donald, British Columbia, Canada",51.4927269,-117.17612
Donalda,Alberta,NA,NA,"Donalda, Alberta, Canada",52.5838892,-112.576918
Donnacona,Quebec,NA,NA,"Donnacona, Quebec, Canada",46.676532,-71.73008
Donnelly,Alberta,NA,NA,"Donnelly, Alberta, Canada",55.7269514,-117.1056724
Dorchester,New Brunswick,NA,NA,"Dorchester, New Brunswick, Canada",45.8992863,-64.5170033
Dorchester,Ontario,NA,NA,"Dorchester, Ontario, Canada",42.9886863,-81.0586953
Dorion,Ontario,NA,NA,"Dorion, Ontario, Canada",48.7854029,-88.5611645
Dorset,Ontario,NA,NA,"Dorset, Ontario, Canada",45.2438734,-78.8939357
Dorval,Quebec,NA,NA,"Dorval, Quebec, Canada",45.4453082,-73.7510888
Douglas,Ontario,NA,NA,"Douglas, Ontario, Canada",45.5083499,-76.938416900000007
Douglas Lake,British Columbia,NA,NA,"Douglas Lake, British Columbia, Canada",50.1503893,-120.232311
Douglastown,Ontario,NA,NA,"Douglastown, Ontario, Canada",42.9746603,-79.0255863
Dover,Newfoundland,NA,NA,"Dover, Newfoundland, Canada",48.8718552,-53.969242
Drake,Saskatchewan,NA,NA,"Drake, Saskatchewan, Canada",51.7461489,-105.0125027
Drayton,Ontario,NA,NA,"Drayton, Ontario, Canada",43.755055,-80.6711337
Drayton Valley,Alberta,NA,NA,"Drayton Valley, Alberta, Canada",53.2205548,-114.9832127
Dresden,Ontario,NA,NA,"Dresden, Ontario, Canada",42.5909853,-82.1795314
Drumbo,Ontario,NA,NA,"Drumbo, Ontario, Canada",43.2367171,-80.5524206
Drumheller,Alberta,NA,NA,"Drumheller, Alberta, Canada",51.401597,-112.6185167
Drummondville,Quebec,NA,NA,"Drummondville, Quebec, Canada",45.8864303,-72.5018764
Dryden,Ontario,NA,NA,"Dryden, Ontario, Canada",49.785698,-92.835846
Dublin,Ontario,NA,NA,"Dublin, Ontario, Canada",43.5050055,-81.2856341
Dubreuilville,Ontario,NA,NA,"Dubreuilville, Ontario, Canada",48.349083,-84.5510486
Dubuc,Saskatchewan,NA,NA,"Dubuc, Saskatchewan, Canada",50.6849613,-102.4747943
Dubuisson,Quebec,NA,NA,"Dubuisson, Quebec, Canada",48.1133027,-77.9472491
Duchess,Alberta,NA,NA,"Duchess, Alberta, Canada",50.7305674,-111.9055311
Duck Lake,Saskatchewan,NA,NA,"Duck Lake, Saskatchewan, Canada",52.811893,-106.229553
Dugald,Manitoba,NA,NA,"Dugald, Manitoba, Canada",49.8857175,-96.8428231
Duncan,British Columbia,NA,NA,"Duncan, British Columbia, Canada",48.7786872,-123.7080446
Dunchurch,Ontario,NA,NA,"Dunchurch, Ontario, Canada",45.6456056,-79.8545193
Dundalk,Ontario,NA,NA,"Dundalk, Ontario, Canada",44.1691536,-80.3965759
Dundas,Ontario,NA,NA,"Dundas, Ontario, Canada",43.2661904,-79.9546341
Dundee,Nova Scotia,NA,NA,"Dundee, Nova Scotia, Canada",45.6971398,-61.1023151
Dundurn,Saskatchewan,NA,NA,"Dundurn, Saskatchewan, Canada",51.8453839,-106.5475015
Dungannon,Ontario,NA,NA,"Dungannon, Ontario, Canada",43.8544253,-81.5995577
Dunham,Quebec,NA,NA,"Dunham, Quebec, Canada",45.130469,-72.800903
Dunnville,Ontario,NA,NA,"Dunnville, Ontario, Canada",42.9059168,-79.6188457
Dunsford,Ontario,NA,NA,"Dunsford, Ontario, Canada",44.4516503,-78.642599
Dunster,British Columbia,NA,NA,"Dunster, British Columbia, Canada",53.1243825,-119.8393979
Duparquet,Quebec,NA,NA,"Duparquet, Quebec, Canada",48.5026134,-79.2224096
Dupuy,Quebec,NA,NA,"Dupuy, Quebec, Canada",48.8302374,-79.3585787
Durham,Ontario,NA,NA,"Durham, Ontario, Canada",44.0310471,-78.949678
Dutton,Ontario,NA,NA,"Dutton, Ontario, Canada",42.6640129,-81.5026543
Duvernay,Quebec,NA,NA,"Duvernay, Quebec, Canada",45.5935503,-73.6699909
Dwight,Ontario,NA,NA,"Dwight, Ontario, Canada",45.3309935,-79.0114988
Dyer`s Bay,Ontario,NA,NA,"Dyer`s Bay, Ontario, Canada",45.1634268,-81.337193
Dysart,Saskatchewan,NA,NA,"Dysart, Saskatchewan, Canada",50.9430848,-104.0374989
D`Arcy,British Columbia,NA,NA,"D`Arcy, British Columbia, Canada",50.552636,-122.4767033
Eagle Lake First Nation,Ontario,NA,NA,"Eagle Lake First Nation, Ontario, Canada",NA,NA
Eagle River,Ontario,NA,NA,"Eagle River, Ontario, Canada",49.7939271,-93.1951501
Eaglesham,Alberta,NA,NA,"Eaglesham, Alberta, Canada",55.7822811,-117.8823326
Ear Falls,Ontario,NA,NA,"Ear Falls, Ontario, Canada",50.640752,-93.236847
Earl Grey,Saskatchewan,NA,NA,"Earl Grey, Saskatchewan, Canada",50.9373871,-104.7110173
Earlton,Ontario,NA,NA,"Earlton, Ontario, Canada",47.7110111,-79.8244011
East Angus,Quebec,NA,NA,"East Angus, Quebec, Canada",45.4828558,-71.6594817
East Bay,Nova Scotia,NA,NA,"East Bay, Nova Scotia, Canada",46.0193462,-60.372133
East Broughton,Quebec,NA,NA,"East Broughton, Quebec, Canada",46.216664,-71.075706
East Coulee,Alberta,NA,NA,"East Coulee, Alberta, Canada",51.338675,-112.4950579
East Farnham,Quebec,NA,NA,"East Farnham, Quebec, Canada",45.241294,-72.773094
East Gwillimbury,Ontario,NA,NA,"East Gwillimbury, Ontario, Canada",44.0957511,-79.4897803
East Hereford,Quebec,NA,NA,"East Hereford, Quebec, Canada",45.0762919,-71.5035021
East Pine,British Columbia,NA,NA,"East Pine, British Columbia, Canada",55.716667,-121.183333
East Point,Prince Edward Island,NA,NA,"East Point, Prince Edward Island, Canada",46.4480153,-61.9952543
East York,Ontario,NA,NA,"East York, Ontario, Canada",43.699971,-79.3325198
Eastend,Saskatchewan,NA,NA,"Eastend, Saskatchewan, Canada",49.516667,-108.816667
Easterville,Manitoba,NA,NA,"Easterville, Manitoba, Canada",53.1064695,-99.8152542
Eastmain,Quebec,NA,NA,"Eastmain, Quebec, Canada",52.1223208,-78.0554397
Eastman,Quebec,NA,NA,"Eastman, Quebec, Canada",45.3012084,-72.3153612
Eastport,Newfoundland,NA,NA,"Eastport, Newfoundland, Canada",48.651517,-53.7582801
Eastwood,Ontario,NA,NA,"Eastwood, Ontario, Canada",43.4411827,-80.4618431
Eatonia,Saskatchewan,NA,NA,"Eatonia, Saskatchewan, Canada",51.2241821,-109.3900359
Echo Bay,Ontario,NA,NA,"Echo Bay, Ontario, Canada",46.4896698,-84.0657362
Eckville,Alberta,NA,NA,"Eckville, Alberta, Canada",52.3632655,-114.3627303
Ecum Secum,Nova Scotia,NA,NA,"Ecum Secum, Nova Scotia, Canada",44.9782174,-62.1721673
Edam,Saskatchewan,NA,NA,"Edam, Saskatchewan, Canada",53.1875613,-108.77243
Eddystone,Manitoba,NA,NA,"Eddystone, Manitoba, Canada",51.0901659,-99.1493192
Edgerton,Alberta,NA,NA,"Edgerton, Alberta, Canada",52.7615002,-110.4598579
Edmonton,Alberta,NA,NA,"Edmonton, Alberta, Canada",53.5462055,-113.491241
Edmundston,New Brunswick,NA,NA,"Edmundston, New Brunswick, Canada",47.3637203,-68.3288825
Edson,Alberta,NA,NA,"Edson, Alberta, Canada",53.5858662,-116.442847
Edwin,Manitoba,NA,NA,"Edwin, Manitoba, Canada",49.8893971,-98.5146749
Edzo,Northwest Territories,NA,NA,"Edzo, Northwest Territories, Canada",62.7785084,-116.0337676
Eganville,Ontario,NA,NA,"Eganville, Ontario, Canada",45.5406943,-77.1004317
Elbow,Saskatchewan,NA,NA,"Elbow, Saskatchewan, Canada",51.1191284,-106.5986872
Eldon,Prince Edward Island,NA,NA,"Eldon, Prince Edward Island, Canada",46.0946263,-62.8876811
Elfros,Saskatchewan,NA,NA,"Elfros, Saskatchewan, Canada",51.7437499,-103.8623305
Elgin,Manitoba,NA,NA,"Elgin, Manitoba, Canada",49.445692,-100.2717369
Elgin,Ontario,NA,NA,"Elgin, Ontario, Canada",42.7269522,-81.3660384
Elie,Manitoba,NA,NA,"Elie, Manitoba, Canada",49.9011596,-97.7578806
Elizabethtown,Ontario,NA,NA,"Elizabethtown, Ontario, Canada",44.6457502,-75.7784337
Elk Lake,Ontario,NA,NA,"Elk Lake, Ontario, Canada",47.7308647,-80.3339526
Elk Point,Alberta,NA,NA,"Elk Point, Alberta, Canada",53.8999368,-110.8999785
Elkford,British Columbia,NA,NA,"Elkford, British Columbia, Canada",50.0244558,-114.921826
Elkhorn,Manitoba,NA,NA,"Elkhorn, Manitoba, Canada",49.9753411,-101.2365875
Elko,British Columbia,NA,NA,"Elko, British Columbia, Canada",49.296548,-115.1103407
Elkwater,Alberta,NA,NA,"Elkwater, Alberta, Canada",49.6613715,-110.2823464
Elliot Lake,Ontario,NA,NA,"Elliot Lake, Ontario, Canada",46.373464,-82.652893
Elliston,Newfoundland,NA,NA,"Elliston, Newfoundland, Canada",48.6286783,-53.0335803
Elm Creek,Manitoba,NA,NA,"Elm Creek, Manitoba, Canada",49.6745872,-97.9986493
Elmira,Ontario,NA,NA,"Elmira, Ontario, Canada",43.5893917,-80.5507359
Elmsdale,Nova Scotia,NA,NA,"Elmsdale, Nova Scotia, Canada",44.9543536,-63.4911981
Elmvale,Ontario,NA,NA,"Elmvale, Ontario, Canada",45.3968931,-75.6306446
Elnora,Alberta,NA,NA,"Elnora, Alberta, Canada",51.9953983,-113.1988043
Elora,Ontario,NA,NA,"Elora, Ontario, Canada",43.681148,-80.429581
Elrose,Saskatchewan,NA,NA,"Elrose, Saskatchewan, Canada",51.2000444,-108.033162
Embree,Newfoundland,NA,NA,"Embree, Newfoundland, Canada",49.300949,-55.027771
Embro,Ontario,NA,NA,"Embro, Ontario, Canada",43.1546467,-80.9005219
Embrun,Ontario,NA,NA,"Embrun, Ontario, Canada",45.2750807,-75.2764884
Emerson,Manitoba,NA,NA,"Emerson, Manitoba, Canada",49.0060537,-97.208882
Emeryville,Ontario,NA,NA,"Emeryville, Ontario, Canada",42.2976601,-82.7613582
Emo,Ontario,NA,NA,"Emo, Ontario, Canada",48.6319778,-93.8339174
Empress,Alberta,NA,NA,"Empress, Alberta, Canada",50.9552765,-110.0084001
Emsdale,Ontario,NA,NA,"Emsdale, Ontario, Canada",45.5290187,-79.3166899
Enchant,Alberta,NA,NA,"Enchant, Alberta, Canada",50.166667,-112.416667
Enderby,British Columbia,NA,NA,"Enderby, British Columbia, Canada",50.5504793,-119.1397789
Englee,Newfoundland,NA,NA,"Englee, Newfoundland, Canada",50.7336936,-56.1035679
Englehart,Ontario,NA,NA,"Englehart, Ontario, Canada",47.8255744,-79.8733624
English Harbour East,Newfoundland,NA,NA,"English Harbour East, Newfoundland, Canada",47.6400408,-54.8897323
Enterprise,Northwest Territories,NA,NA,"Enterprise, Northwest Territories, Canada",60.5463019,-116.1997359
Enterprise,Ontario,NA,NA,"Enterprise, Ontario, Canada",44.4621996,-76.8788173
Entrelacs,Quebec,NA,NA,"Entrelacs, Quebec, Canada",46.1126751,-74.0035168
Erickson,Manitoba,NA,NA,"Erickson, Manitoba, Canada",50.4979209,-99.9140913
Eriksdale,Manitoba,NA,NA,"Eriksdale, Manitoba, Canada",50.866667,-98.1
Erin,Ontario,NA,NA,"Erin, Ontario, Canada",43.77506,-80.070076
Eskasoni,Nova Scotia,NA,NA,"Eskasoni, Nova Scotia, Canada",45.9460215,-60.600953
Espanola,Ontario,NA,NA,"Espanola, Ontario, Canada",46.265341,-81.769867
Essex,Ontario,NA,NA,"Essex, Ontario, Canada",42.2354142,-82.7120106
Estaire,Ontario,NA,NA,"Estaire, Ontario, Canada",46.3109281,-80.7983559
Esterel,Quebec,NA,NA,"Esterel, Quebec, Canada",46.0423647,-74.020411
Esterhazy,Saskatchewan,NA,NA,"Esterhazy, Saskatchewan, Canada",50.6536237,-102.0763357
Estevan,Saskatchewan,NA,NA,"Estevan, Saskatchewan, Canada",49.1428076,-102.991075
Estevan Point,British Columbia,NA,NA,"Estevan Point, British Columbia, Canada",49.3839175,-126.5453506
Eston,Saskatchewan,NA,NA,"Eston, Saskatchewan, Canada",51.1493598,-108.7530146
Ethelbert,Manitoba,NA,NA,"Ethelbert, Manitoba, Canada",51.5258932,-100.3957348
Etobicoke,Ontario,NA,NA,"Etobicoke, Ontario, Canada",43.6435559,-79.5656326
Etzikom,Alberta,NA,NA,"Etzikom, Alberta, Canada",49.4765282,-111.1059652
Eugenia,Ontario,NA,NA,"Eugenia, Ontario, Canada",44.3121266,-80.519217
Evain,Quebec,NA,NA,"Evain, Quebec, Canada",48.2664402,-79.1466052
Evansburg,Alberta,NA,NA,"Evansburg, Alberta, Canada",53.6021742,-115.0139347
Exeter,Ontario,NA,NA,"Exeter, Ontario, Canada",43.3449871,-81.4801081
Exshaw,Alberta,NA,NA,"Exshaw, Alberta, Canada",51.060621,-115.1594958
Eyebrow,Saskatchewan,NA,NA,"Eyebrow, Saskatchewan, Canada",50.8,-106.15
Fabre,Quebec,NA,NA,"Fabre, Quebec, Canada",45.5467522,-73.6078016
Fabreville,Quebec,NA,NA,"Fabreville, Quebec, Canada",45.5629467,-73.8574157
Fair Haven,Newfoundland,NA,NA,"Fair Haven, Newfoundland, Canada",47.5281857,-53.901318
Fairmont Hot Springs,British Columbia,NA,NA,"Fairmont Hot Springs, British Columbia, Canada",50.3377592,-115.861694
Fairview,Alberta,NA,NA,"Fairview, Alberta, Canada",49.6956106,-112.7757686
Falardeau,Quebec,NA,NA,"Falardeau, Quebec, Canada",48.621249,-71.1105068
Falcon Lake,Manitoba,NA,NA,"Falcon Lake, Manitoba, Canada",49.7006797,-95.2579121
Falher,Alberta,NA,NA,"Falher, Alberta, Canada",55.7346878,-117.20127599999999
Falkland,British Columbia,NA,NA,"Falkland, British Columbia, Canada",50.5009226,-119.5566556
Farnham,Quebec,NA,NA,"Farnham, Quebec, Canada",45.2831,-72.974968
Faro,Yukon,NA,NA,"Faro, Yukon, Canada",62.2295409,-133.355315
Fassett,Quebec,NA,NA,"Fassett, Quebec, Canada",45.6441874,-74.8692385
Fauquier,British Columbia,NA,NA,"Fauquier, British Columbia, Canada",49.8714919,-118.0723997
Fauquier,Ontario,NA,NA,"Fauquier, Ontario, Canada",49.3101561,-82.0402338
Faust,Alberta,NA,NA,"Faust, Alberta, Canada",55.3172898,-115.6379002
Fenelon Falls,Ontario,NA,NA,"Fenelon Falls, Ontario, Canada",44.5370301,-78.7363805
Fenwick,Ontario,NA,NA,"Fenwick, Ontario, Canada",43.0248374,-79.3610045
Fergus,Ontario,NA,NA,"Fergus, Ontario, Canada",43.7059439,-80.3779366
Ferintosh,Alberta,NA,NA,"Ferintosh, Alberta, Canada",52.7649092,-112.9699509
Ferland,Quebec,NA,NA,"Ferland, Quebec, Canada",48.1816762,-70.8461413
Ferme-Neuve,Quebec,NA,NA,"Ferme-Neuve, Quebec, Canada",46.7010748,-75.4497514
Fermeuse,Newfoundland,NA,NA,"Fermeuse, Newfoundland, Canada",46.9722855,-52.9586949
Fermont,Quebec,NA,NA,"Fermont, Quebec, Canada",52.7984163,-67.0881005
Fernie,British Columbia,NA,NA,"Fernie, British Columbia, Canada",49.5041747,-115.062867
Feversham,Ontario,NA,NA,"Feversham, Ontario, Canada",44.3400541,-80.3760922
Field,British Columbia,NA,NA,"Field, British Columbia, Canada",51.3961113,-116.4891525
Field,Ontario,NA,NA,"Field, Ontario, Canada",46.5206969,-80.0273257
Fillmore,Saskatchewan,NA,NA,"Fillmore, Saskatchewan, Canada",49.883333,-103.433333
Finch,Ontario,NA,NA,"Finch, Ontario, Canada",43.7812974,-79.4158993
Fingal,Ontario,NA,NA,"Fingal, Ontario, Canada",42.7127488,-81.3109968
Fisher Branch,Manitoba,NA,NA,"Fisher Branch, Manitoba, Canada",51.0826643,-97.6195724
Fisher River,Manitoba,NA,NA,"Fisher River, Manitoba, Canada",51.4349132,-97.3941088
Fisherville,Ontario,NA,NA,"Fisherville, Ontario, Canada",42.881433,-79.903744
Flamborough,Ontario,NA,NA,"Flamborough, Ontario, Canada",43.2580421,-80.2413309
Flanders,Ontario,NA,NA,"Flanders, Ontario, Canada",43.4716937,-80.0029335
Flatbush,Alberta,NA,NA,"Flatbush, Alberta, Canada",54.6900597,-114.1540298
Flatrock,British Columbia,NA,NA,"Flatrock, British Columbia, Canada",56.3284923,-120.3727765
Flatrock,Newfoundland,NA,NA,"Flatrock, Newfoundland, Canada",47.7049059,-52.7234328
Fleming,Saskatchewan,NA,NA,"Fleming, Saskatchewan, Canada",50.0739017,-101.5115585
Flesherton,Ontario,NA,NA,"Flesherton, Ontario, Canada",44.2610602,-80.5457496
Fleur de Lys,Newfoundland,NA,NA,"Fleur de Lys, Newfoundland, Canada",50.1196544,-56.1778803
Fleurimont,Quebec,NA,NA,"Fleurimont, Quebec, Canada",45.4080125,-71.8701384
Flin Flon,Manitoba,NA,NA,"Flin Flon, Manitoba, Canada",54.7669031,-101.8425179
Florenceville,New Brunswick,NA,NA,"Florenceville, New Brunswick, Canada",46.4253858,-67.6274602
Flower`s Cove,Newfoundland,NA,NA,"Flower`s Cove, Newfoundland, Canada",51.3004446,-56.7427089
Foam Lake,Saskatchewan,NA,NA,"Foam Lake, Saskatchewan, Canada",51.647238,-103.5315944
Fogo,Newfoundland,NA,NA,"Fogo, Newfoundland, Canada",49.715601,-54.283447
Foley,Ontario,NA,NA,"Foley, Ontario, Canada",45.6763709,-77.408288
Foleyet,Ontario,NA,NA,"Foleyet, Ontario, Canada",48.2444773,-82.4417332
Fond-du-Lac,Saskatchewan,NA,NA,"Fond-du-Lac, Saskatchewan, Canada",59.328286,-107.189484
Fords Mills,New Brunswick,NA,NA,"Fords Mills, New Brunswick, Canada",46.5002818,-65.0848801
Foremost,Alberta,NA,NA,"Foremost, Alberta, Canada",49.4770469,-111.445316
Forest,Ontario,NA,NA,"Forest, Ontario, Canada",43.1007795,-82.0003357
Forest Grove,British Columbia,NA,NA,"Forest Grove, British Columbia, Canada",51.7672423,-121.0977674
Forestburg,Alberta,NA,NA,"Forestburg, Alberta, Canada",52.583333,-112.0664866
Forestville,Quebec,NA,NA,"Forestville, Quebec, Canada",48.739437,-69.088211
Fork River,Manitoba,NA,NA,"Fork River, Manitoba, Canada",51.5130987,-100.0219143
Fort Albany,Ontario,NA,NA,"Fort Albany, Ontario, Canada",52.2130217,-81.682452
Fort Assiniboine,Alberta,NA,NA,"Fort Assiniboine, Alberta, Canada",54.3357539,-114.7729756
Fort Chipewyan,Alberta,NA,NA,"Fort Chipewyan, Alberta, Canada",58.7166428,-111.1500187
Fort Erie,Ontario,NA,NA,"Fort Erie, Ontario, Canada",42.91308,-78.918611
Fort Frances,Ontario,NA,NA,"Fort Frances, Ontario, Canada",48.6114425,-93.3967615
